Llama3.3_70B_DataTypeCF_response,Llama3.3_70B_DataTypeCF_mitigation_response,Llama3.3_70B_DataTypeCF_inline_response,Llama3.3_70B_DataTypeCF_CoT_response,Llama3.3_70B_DataTypeCF_EXM,Llama3.3_70B_DataTypeCF_mitigation_EXM,Llama3.3_70B_DataTypeCF_inline_EXM,Llama3.3_70B_DataTypeCF_CoT_EXM,Llama3.3_70B_DataTypeCF_retrieval,Llama3.3_70B_DataTypeCF_mitigation_retrieval,Llama3.3_70B_DataTypeCF_inline_retrieval,Llama3.3_70B_DataTypeCF_CoT_retrieval,Llama3.3_70B_DataTypeCF_bleu,Llama3.3_70B_DataTypeCF_mitigation_bleu,Llama3.3_70B_DataTypeCF_inline_bleu,Llama3.3_70B_DataTypeCF_CoT_bleu
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
"['public long getMaxIntermediateSize() { return Long.BYTES + Float.BYTES; }', 'public long getMaxIntermediateSize() { return Long.BYTES + Float.BYTES; }', 'public long getMaxIntermediateSize() { return Long.BYTES + Float.BYTES; }', 'public long getMaxIntermediateSize() { return Long.BYTES + Float.BYTES; }', 'public long getMaxIntermediateSize() { return Long.BYTES + Float.BYTES; }', 'public long getMaxIntermediateSize() { return Long.BYTES + Float.BYTES; }', 'public long getMaxIntermediateSize() { return Long.BYTES + Float.BYTES; }', 'public long getMaxIntermediateSize() { return Long.BYTES + Float.BYTES; }', 'public long getMaxIntermediateSize() { return Long.BYTES + Float.BYTES; }', 'public long getMaxIntermediateSize() { return Long.BYTES + Float.BYTES; }']","['public long getMaxIntermediateSize() { return Long.BYTES + Float.BYTES; }', 'public long getMaxIntermediateSize() { return (long) Long.BYTES + (long) Float.BYTES; }', 'public long getMaxIntermediateSize() { long longSize = Long.BYTES; long floatSize = Float.BYTES; return longSize + floatSize; }', 'public long getMaxIntermediateSize() { return Long.BYTES + (long) Float.BYTES; }', 'public long getMaxIntermediateSize() { return (long) Long.BYTES + Float.BYTES; }', 'public long getMaxIntermediateSize() { long totalSize = 0; totalSize = Long.BYTES + Float.BYTES; return totalSize; }', 'public long getMaxIntermediateSize() { long totalSize = Long.BYTES; totalSize += Float.BYTES; return totalSize; }', 'public long getMaxIntermediateSize() { return Long.BYTES + Float.BYTES; }', 'public long getMaxIntermediateSize() { long longSize = Long.BYTES; return longSize + Float.BYTES; }', 'public long getMaxIntermediateSize() { long floatSize = Float.BYTES; return Long.BYTES + floatSize; }']","['public long getMaxIntermediateSize() { return Long.BYTES + Float.BYTES; }', 'public long getMaxIntermediateSize() { return 8 + 4; }', 'public long getMaxIntermediateSize() { return Long.BYTES + Float.BYTES; }', 'public long getMaxIntermediateSize() { return 8L + 4L; }', 'public long getMaxIntermediateSize() { long longSize = Long.BYTES; long floatSize = Float.BYTES; return longSize + floatSize; }', 'public long getMaxIntermediateSize() { return Long.BYTES + Float.BYTES; }', 'public long getMaxIntermediateSize() { long longSize = 8; long floatSize = 4; return longSize + floatSize; }', 'public long getMaxIntermediateSize() { return Long.BYTES + Float.BYTES; }', 'public long getMaxIntermediateSize() { long longSize = Long.BYTES; long floatSize = Float.BYTES; return longSize + floatSize; }', 'public long getMaxIntermediateSize() { long longSize = 8L; long floatSize = 4L; return longSize + floatSize; }']",[],True,True,True,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
"['public Long read() { Long value = nanos.getAndAdd(0); return nanos.get(); }', 'public Long read() { Long value = nanos.getAndAdd(0); return value; }', 'public Long read() { Long value = nanos.getAndAdd(0); return Long.valueOf(nanos.get()); }', 'public Long read() { Long value = nanos.getAndAdd(0); return (long) nanos.get(); }', 'public Long read() { Long value = nanos.getAndAdd(0); return Long.valueOf(nanos.getAndAdd(0)); }', 'public Long read() { Long value = nanos.getAndAdd(0); return (long) nanos.getAndAdd(0); }', 'public Long read() { Long value = nanos.getAndAdd(0); return Long.valueOf(nanos.getAndAdd(0)); }', 'public Long read() { Long value = nanos.getAndAdd(0); return nanos.getAndAdd(0); }', 'public Long read() { Long value = nanos.getAndAdd(0); return Long.valueOf(nanos.get()); }', 'public Long read() { Long value = nanos.getAndAdd(0); return (long) nanos.get(); }']","['public Long read() { Long value = nanos.getAndAdd(0); return nanos.get(); }', 'public Long read() { Long value = nanos.getAndAdd(0); return nanos.getAndAdd(0); }', 'public Long read() { Long value = nanos.getAndAdd(0); return value = nanos.get(); }', 'public Long read() { Long value = nanos.getAndAdd(0); return (value = nanos.getAndAdd(0)); }', 'public Long read() { Long value = nanos.getAndAdd(0); Long temp = nanos.get(); return temp; }', 'public Long read() { Long value = nanos.getAndAdd(0); return (value = nanos.getAndAdd(0)); return value; }', 'public Long read() { Long value = nanos.getAndAdd(0); Long temp = nanos.getAndAdd(0); return temp; }', 'public Long read() { Long value = nanos.getAndAdd(0); Long temp = nanos.get(); return temp; }', 'public Long read() { Long value = nanos.getAndAdd(0); value = nanos.get(); return value; }', 'public Long read() { Long value = nanos.getAndAdd(0); value = nanos.getAndAdd(0); return value; }']","['public Long read() { Long value = nanos.getAndAdd(0); return nanos.get(); }', 'public Long read() { Long value = nanos.getAndAdd(0); return value; }', 'public Long read() { Long value = nanos.get(); return value; }', 'public Long read() { return nanos.getAndAdd(0); }', 'public Long read() { Long value = nanos.getAndAdd(0); return Long.valueOf(value); }', 'public Long read() { Long value = nanos.getAndAdd(0); return (long) value; }', 'public Long read() { return Long.valueOf(nanos.getAndAdd(0)); }', 'public Long read() { Long value = nanos.get(); return Long.valueOf(value); }', 'public Long read() { return (long) nanos.getAndAdd(0); }', 'public Long read() { Long value = nanos.getAndAdd(0); return valuelong(); }']",[],False,False,False,False,False,False,False,False,0.09717716588732002,0.09068059995923879,0.43146827293898643,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
"['GammaIntegerCodec(final BitInputStream coreBlockInputStream, final BitOutputStream coreBlockOutputStream, final long offset) { super(coreBlockInputStream, coreBlockOutputStream); this.offset = offset; }', 'GammaIntegerCodec(final BitInputStream coreBlockInputStream, final BitOutputStream coreBlockOutputStream, final long offset) { super(coreBlockInputStream, coreBlockOutputStream); this.offset = offset; }', 'protected GammaIntegerCodec(final BitInputStream coreBlockInputStream, final BitOutputStream coreBlockOutputStream, final long offset) { super(coreBlockInputStream, coreBlockOutputStream); this.offset = offset; }', 'protected GammaIntegerCodec(final BitInputStream coreBlockInputStream, final BitOutputStream coreBlockOutputStream, final long offset) { super(coreBlockInputStream, coreBlockOutputStream); this.offset = offset; }', 'protected GammaIntegerCodec(final BitInputStream coreBlockInputStream, final BitOutputStream coreBlockOutputStream, final long offset) { super(coreBlockInputStream, coreBlockOutputStream); this.offset = offset; }', 'protected GammaIntegerCodec(final BitInputStream coreBlockInputStream, final BitOutputStream coreBlockOutputStream, final long offset) { super(coreBlockInputStream, coreBlockOutputStream); this.offset = offset; }', 'protected GammaIntegerCodec(final BitInputStream coreBlockInputStream, final BitOutputStream coreBlockOutputStream, final long offset) { super(coreBlockInputStream, coreBlockOutputStream); this.offset = offset; }', 'protected GammaIntegerCodec(final BitInputStream coreBlockInputStream, final BitOutputStream coreBlockOutputStream, final long offset) { super(coreBlockInputStream, coreBlockOutputStream); this.offset = offset; }', 'protected GammaIntegerCodec(final BitInputStream coreBlockInputStream, final BitOutputStream coreBlockOutputStream, final long offset) { super(coreBlockInputStream, coreBlockOutputStream); this.offset = offset; }', 'protected GammaIntegerCodec(final BitInputStream coreBlockInputStream, final BitOutputStream coreBlockOutputStream, final long offset) { super(coreBlockInputStream, coreBlockOutputStream); this.offset = offset; }']","['protected GammaIntegerCodec(final BitInputStream coreBlockInputStream, final BitOutputStream coreBlockOutputStream, final long offset) { super(coreBlockInputStream, coreBlockOutputStream); this.offset = offset; }', 'private GammaIntegerCodec(final BitInputStream coreBlockInputStream, final BitOutputStream coreBlockOutputStream, final long offset) { super(coreBlockInputStream, coreBlockOutputStream); this.offset = offset; }', 'GammaIntegerCodec(final BitInputStream coreBlockInputStream, final BitOutputStream coreBlockOutputStream, final long offset) { super(coreBlockInputStream, coreBlockOutputStream); this.offset = offset; }', 'public GammaIntegerCodec(final BitInputStream coreBlockInputStream, final BitOutputStream coreBlockOutputStream, final long offset) { super(coreBlockInputStream, coreBlockOutputStream); this.offset = offset; }', 'protected GammaIntegerCodec(final BitInputStream coreBlockInputStream, final BitOutputStream coreBlockOutputStream, final long offset) { super(coreBlockInputStream, coreBlockOutputStream); this.offset = offset; }', 'private GammaIntegerCodec(final BitInputStream coreBlockInputStream, final BitOutputStream coreBlockOutputStream, final long offset) { super(coreBlockInputStream, coreBlockOutputStream); this.offset = offset; }', 'GammaIntegerCodec(final BitInputStream coreBlockInputStream, final BitOutputStream coreBlockOutputStream, final long offset) { super(coreBlockInputStream, coreBlockOutputStream); this.offset = offset; }', 'public GammaIntegerCodec(final BitInputStream coreBlockInputStream, final BitOutputStream coreBlockOutputStream, final long offset) { super(coreBlockInputStream, coreBlockOutputStream); this.offset = offset; }', 'protected GammaIntegerCodec(final BitInputStream coreBlockInputStream, final BitOutputStream coreBlockOutputStream, final long offset) { super(coreBlockInputStream, coreBlockOutputStream); this.offset = offset; }', 'private GammaIntegerCodec(final BitInputStream coreBlockInputStream, final BitOutputStream coreBlockOutputStream, final long offset) { super(coreBlockInputStream, coreBlockOutputStream); this.offset = offset; }']","['GammaIntegerCodec(final BitInputStream coreBlockInputStream, final BitOutputStream coreBlockOutputStream, final long offset) { super(coreBlockInputStream, coreBlockOutputStream); this.offset = offset; }', 'GammaIntegerCodec(final BitInputStream coreBlockInputStream, final BitOutputStream coreBlockOutputStream, final long offset) { super(coreBlockInputStream, coreBlockOutputStream); this.offset = offset; }', 'GammaIntegerCodec(final BitInputStream coreBlockInputStream, final BitOutputStream coreBlockOutputStream, final long offset) { super(coreBlockInputStream, coreBlockOutputStream); this.offset = offset; }', 'GammaIntegerCodec(final BitInputStream coreBlockInputStream, final BitOutputStream coreBlockOutputStream, final long offset) { super(coreBlockInputStream, coreBlockOutputStream); this.offset = offset; }', 'GammaIntegerCodec(final BitInputStream coreBlockInputStream, final BitOutputStream coreBlockOutputStream, final long offset) { super(coreBlockInputStream, coreBlockOutputStream); this.offset = offset; }', 'GammaIntegerCodec(final BitInputStream coreBlockInputStream, final BitOutputStream coreBlockOutputStream, final long offset) { super(coreBlockInputStream, coreBlockOutputStream); this.offset = offset; }', 'GammaIntegerCodec(final BitInputStream coreBlockInputStream, final BitOutputStream coreBlockOutputStream, final long offset) { super(coreBlockInputStream, coreBlockOutputStream); this.offset = offset; }', 'GammaIntegerCodec(final BitInputStream coreBlockInputStream, final BitOutputStream coreBlockOutputStream, final long offset) { super(coreBlockInputStream, coreBlockOutputStream); this.offset = offset; }', 'GammaIntegerCodec(final BitInputStream coreBlockInputStream, final BitOutputStream coreBlockOutputStream, final long offset) { super(coreBlockInputStream, coreBlockOutputStream); this.offset = offset; }', 'GammaIntegerCodec(final BitInputStream coreBlockInputStream, final BitOutputStream coreBlockOutputStream, final long offset) { super(coreBlockInputStream, coreBlockOutputStream); this.offset = offset; }']","['protected GammaIntegerCodec(final BitInputStream coreBlockInputStream, final BitOutputStream coreBlockOutputStream, final long offset) { super(coreBlockInputStream, coreBlockOutputStream); this.offset = offset; }', 'public GammaIntegerCodec(final BitInputStream coreBlockInputStream, final BitOutputStream coreBlockOutputStream, final long offset) { super(coreBlockInputStream, coreBlockOutputStream); this.offset = offset; }', 'GammaIntegerCodec(final BitInputStream coreBlockInputStream, final BitOutputStream coreBlockOutputStream, final long offset) { super(coreBlockInputStream, coreBlockOutputStream); this.offset = offset; }', 'protected GammaIntegerCodec(final BitInputStream coreBlockInputStream, final BitOutputStream coreBlockOutputStream, final long offset) { super(coreBlockInputStream, coreBlockOutputStream); this.offset = offset; }', 'public GammaIntegerCodec(final BitInputStream coreBlockInputStream, final BitOutputStream coreBlockOutputStream, final long offset) { super(coreBlockInputStream, coreBlockOutputStream); this.offset = offset; }', 'protected GammaIntegerCodec(final BitInputStream coreBlockInputStream, final BitOutputStream coreBlockOutputStream, final long offset) { super(coreBlockInputStream, coreBlockOutputStream); this.offset = offset; }', 'GammaIntegerCodec(final BitInputStream coreBlockInputStream, final BitOutputStream coreBlockOutputStream, final long offset) { super(coreBlockInputStream, coreBlockOutputStream); this.offset = offset; }', 'public GammaIntegerCodec(final BitInputStream coreBlockInputStream, final BitOutputStream coreBlockOutputStream, final long offset) { super(coreBlockInputStream, coreBlockOutputStream); this.offset = offset; }', 'protected GammaIntegerCodec(final BitInputStream coreBlockInputStream, final BitOutputStream coreBlockOutputStream, final long offset) { super(coreBlockInputStream, coreBlockOutputStream); this.offset = offset; }', 'GammaIntegerCodec(final BitInputStream coreBlockInputStream, final BitOutputStream coreBlockOutputStream, final long offset) { super(coreBlockInputStream, coreBlockOutputStream); this.offset = offset; }']",False,True,False,True,False,False,False,False,0.9200444146293233,0.0,0.9200444146293233,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
