Llama3.3_70B_DataFlowCF_response,Llama3.3_70B_DataFlowCF_mitigation_response,Llama3.3_70B_DataFlowCF_inline_response,Llama3.3_70B_DataFlowCF_CoT_response,Llama3.3_70B_DataFlowCF_EXM,Llama3.3_70B_DataFlowCF_mitigation_EXM,Llama3.3_70B_DataFlowCF_inline_EXM,Llama3.3_70B_DataFlowCF_CoT_EXM,Llama3.3_70B_DataFlowCF_retrieval,Llama3.3_70B_DataFlowCF_mitigation_retrieval,Llama3.3_70B_DataFlowCF_inline_retrieval,Llama3.3_70B_DataFlowCF_CoT_retrieval,Llama3.3_70B_DataFlowCF_bleu,Llama3.3_70B_DataFlowCF_mitigation_bleu,Llama3.3_70B_DataFlowCF_inline_bleu,Llama3.3_70B_DataFlowCF_CoT_bleu
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
"['public Set<Field> getFields() { Set<Field> returnValue = fields.keySet(); return Collections.unmodifiableSet returnValue; }', 'public Set<Field> getFields() { Set<Field> returnValue = fields.keySet(); return Collections.unmodifiableSet(returnValue); }', 'public Set<Field> getFields() { return Collections.unmodifiableSet(fields.keySet()); }', 'public Set<Field> getFields() { Set<Field> returnValue = Collections.unmodifiableSet(fields.keySet()); return returnValue; }', 'public Set<Field> getFields() { Set<Field> returnValue = Collections.unmodifiableSet(fields.keySet()); return Collections.unmodifiableSet(returnValue); }', 'public Set<Field> getFields() { return Collections.unmodifiableSet(fields.keySet()); }', 'public Set<Field> getFields() { Set<Field> set = fields.keySet(); return Collections.unmodifiableSet(set); }', 'public Set<Field> getFields() { Set<Field> set = fields.keySet(); Set<Field> returnValue = Collections.unmodifiableSet(set); return returnValue; }', 'public Set<Field> getFields() { Set<Field> set = fields.keySet(); return Collections.unmodifiableSet(set); }', 'public Set<Field> getFields() { Set<Field> returnValue = Collections.unmodifiableSet(fields.keySet()); return Collections.unmodifiableSet(returnValue); }']","['public Set<Field> getFields() { Set<Field> returnValue =  fields.keySet(); return Collections.unmodifiableSet returnValue; }', 'public Set<Field> getFields() { Set<Field> returnValue =  fields.keySet(); return Collections.unmodifiableSet(returnValue); }', 'public Set<Field> getFields() { return Collections.unmodifiableSet(fields.keySet()); }', 'public Set<Field> getFields() { Set<Field> returnValue = Collections.unmodifiableSet(fields.keySet()); return returnValue; }', 'public Set<Field> getFields() { Set<Field> returnValue = Collections.unmodifiableSet(fields.keySet()); return Collections.unmodifiableSet(returnValue); }', 'public Set<Field> getFields() { return Collections.unmodifiableSet(fields.keySet()); }', 'public Set<Field> getFields() { Set<Field> set = fields.keySet(); return Collections.unmodifiableSet(set); }', 'public Set<Field> getFields() { Set<Field> set = fields.keySet(); Set<Field> returnValue = Collections.unmodifiableSet(set); return returnValue; }', 'public Set<Field> getFields() { Set<Field> set = fields.keySet(); return Collections.unmodifiableSet(set); }', 'public Set<Field> getFields() { Set<Field> returnValue = fields.keySet(); Set<Field> unmodifiableSet = Collections.unmodifiableSet(returnValue); return unmodifiableSet; }']","['public Set<Field> getFields() { Set<Field> returnValue = fields.keySet(); return Collections.unmodifiableSet returnValue; }', 'public Set<Field> getFields() { Set<Field> returnValue = fields.keySet(); return Collections.unmodifiableSet(returnValue); }', 'public Set<Field> getFields() { return Collections.unmodifiableSet fields.keySet(); }', 'public Set<Field> getFields() { return Collections.unmodifiableSet(returnValue = fields.keySet()); }', 'public Set<Field> getFields() { Set<Field> returnValue = fields.keySet(); return Collections.unmodifiableSet(returnValue); }', 'public Set<Field> getFields() { Set<Field> returnValue = fields.keySet(); return Collections.unmodifiableSet(returnValue); }', 'public Set<Field> getFields() { return Collections.unmodifiableSet(fields.keySet()); }', 'public Set<Field> getFields() { Set<Field> returnValue = fields.keySet(); return Collections.unmodifiableSet(fields.keySet()); }', 'public Set<Field> getFields() { Set<Field> returnValue = fields.keySet(); return Collections.unmodifiableSet(fields.keySet()); }', 'public Set<Field> getFields() { return Collections.unmodifiableSet(fields.keySet()); }']","['public Set<Field> getFields() { Set<Field> returnValue = fields.keySet(); return Collections.unmodifableSet returnValue; }', 'public Set<Field> getFields() { return Collections.unmodifableSet(fields.keySet()); }', 'public Set<Field> getFields() { Set<Field> returnValue = Collections.unmodifableSet(fields.keySet()); return returnValue; }', 'public Set<Field> getFields() { Set<Field> set = fields.keySet(); return Collections.unmodifableSet(set); }', 'public Set<Field> getFields() { Set<Field> returnValue = fields.keySet(); return Collections.unmodifableSet(fields.keySet()); }', 'public Set<Field> getFields() { Set<Field> set = fields.keySet(); Set<Field> returnValue = Collections.unmodifableSet(set); return returnValue; }', 'public Set<Field> getFields() { return Collections.unmodifableSet(fields.keySet()); }', 'public Set<Field> getFields() { Set<Field> returnValue = Collections.unmodifableSet(fields.keySet()); return Collections.unmodifableSet(fields.keySet()); }', 'public Set<Field> getFields() { Set<Field> set = fields.keySet(); Set<Field> returnValue = Collections.unmodifableSet(set); return Collections.unmodifableSet(set); }', 'public Set<Field> getFields() { Set<Field> set = fields.keySet(); return Collections.unmodifableSet(set); }']",False,False,False,False,True,True,True,False,0.0,0.0,0.0,0.6434588841607617
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
