gpt-3.5-turbo_DataTypeCF_response,gpt-3.5-turbo_DataTypeCF_mitigation_response,gpt-3.5-turbo_DataTypeCF_inline_response,gpt-3.5-turbo_DataTypeCF_CoT_response,gpt-3.5-turbo_DataTypeCF_EXM,gpt-3.5-turbo_DataTypeCF_mitigation_EXM,gpt-3.5-turbo_DataTypeCF_inline_EXM,gpt-3.5-turbo_DataTypeCF_CoT_EXM,gpt-3.5-turbo_DataTypeCF_retrieval,gpt-3.5-turbo_DataTypeCF_mitigation_retrieval,gpt-3.5-turbo_DataTypeCF_inline_retrieval,gpt-3.5-turbo_DataTypeCF_CoT_retrieval,gpt-3.5-turbo_DataTypeCF_bleu,gpt-3.5-turbo_DataTypeCF_mitigation_bleu,gpt-3.5-turbo_DataTypeCF_inline_bleu,gpt-3.5-turbo_DataTypeCF_CoT_bleu
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
"['public long getMaxIntermediateSize() { return Long.BYTES + Float.BYTES; }', 'public long getMaxIntermediateSize() { return Long.BYTES + Float.BYTES; }', 'public long getMaxIntermediateSize() { return Long.BYTES + Float.BYTES; }', 'public long getMaxIntermediateSize() { return Long.BYTES + Float.BYTES; }', 'public long getMaxIntermediateSize() { return Long.BYTES + Float.BYTES; }', 'public long getMaxIntermediateSize() { return Long.BYTES + Float.BYTES; }', 'public long getMaxIntermediateSize() { return Long.BYTES + Float.BYTES; }', 'public long getMaxIntermediateSize() { return Long.BYTES + Float.BYTES; }', 'public long getMaxIntermediateSize() { return Long.BYTES + Float.BYTES; }', 'public long getMaxIntermediateSize() { return Long.BYTES + Float.BYTES; }']","['public long getMaxIntermediateSize() { return Long.BYTES + Float.BYTES; }', 'public long getMaxIntermediateSize() { return Long.BYTES * 2 + Float.BYTES; }', 'public long getMaxIntermediateSize() { return Long.BYTES * 3 + Float.BYTES; }', 'public long getMaxIntermediateSize() { return Long.BYTES + Float.BYTES * 2; }', 'public long getMaxIntermediateSize() { return Long.BYTES + Float.BYTES * 3; }', 'public long getMaxIntermediateSize() { return Long.BYTES * 2 + Float.BYTES * 2; }', 'public long getMaxIntermediateSize() { return Long.BYTES * 3 + Float.BYTES * 3; }', 'public long getMaxIntermediateSize() { return Long.BYTES * 2 + Float.BYTES * 3; }', 'public long getMaxIntermediateSize() { return Long.BYTES * 3 + Float.BYTES * 2; }', 'public long getMaxIntermediateSize() { return Long.BYTES * 4 + Float.BYTES * 4; }']","['public long getMaxIntermediateSize() { return Long.BYTES + Float.BYTES; }', 'public long getMaxIntermediateSize() { return Long.BYTES + Float.BYTES; }', 'public long getMaxIntermediateSize() { return Long.BYTES + Float.BYTES; }', 'public long getMaxIntermediateSize() { return Long.BYTES + Float.BYTES; }', 'public long getMaxIntermediateSize() { return Long.BYTES + Float.BYTES; }', 'public long getMaxIntermediateSize() { return Long.BYTES + Float.BYTES; }', 'public long getMaxIntermediateSize() { return Long.BYTES + Float.BYTES; }', 'public long getMaxIntermediateSize() { return Long.BYTES + Float.BYTES; }', 'public long getMaxIntermediateSize() { return Long.BYTES + Float.BYTES; }', 'public long getMaxIntermediateSize() { return Long.BYTES + Float.BYTES; }']","['public long getMaxIntermediateSize() { return Long.BYTES + Float.BYTES; }', 'public long getMaxIntermediateSize() { return Long.SIZE / 8 + Float.SIZE / 8; }', 'public long getMaxIntermediateSize() { return Long.SIZE / Byte.SIZE + Float.SIZE / Byte.SIZE; }', 'public long getMaxIntermediateSize() { return Long.SIZE / 8 + Float.SIZE / 8; }', 'public long getMaxIntermediateSize() { return Long.BYTES + Float.SIZE / 8; }', 'public long getMaxIntermediateSize() { return Long.BYTES + Float.SIZE / Byte.SIZE; }', 'public long getMaxIntermediateSize() { return Long.SIZE / Byte.SIZE + Float.BYTES; }', 'public long getMaxIntermediateSize() { return Long.SIZE / 8 + Float.BYTES; }', 'public long getMaxIntermediateSize() { return Long.BYTES + Float.BYTES; }', 'public long getMaxIntermediateSize() { return Long.SIZE / Byte.SIZE + Float.SIZE / Byte.SIZE; }']",True,True,True,True,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
"['public GammaIntegerCodec(final BitInputStream coreBlockInputStream, final BitOutputStream coreBlockOutputStream, final long offset) { super(coreBlockInputStream, coreBlockOutputStream); this.offset = offset; }', 'protected GammaIntegerCodec(final BitInputStream coreBlockInputStream, final BitOutputStream coreBlockOutputStream, final long offset) { super(coreBlockInputStream, coreBlockOutputStream); this.offset = offset; }', 'GammaIntegerCodec(final BitInputStream coreBlockInputStream, final BitOutputStream coreBlockOutputStream, final long offset) { super(coreBlockInputStream, coreBlockOutputStream); this.offset = offset; }', 'private GammaIntegerCodec(final BitInputStream coreBlockInputStream, final BitOutputStream coreBlockOutputStream, final long offset) { super(coreBlockInputStream, coreBlockOutputStream); this.offset = offset; }', 'public GammaIntegerCodec(BitInputStream coreBlockInputStream, BitOutputStream coreBlockOutputStream, long offset) { super(coreBlockInputStream, coreBlockOutputStream); this.offset = offset; }', 'GammaIntegerCodec(BitInputStream coreBlockInputStream, BitOutputStream coreBlockOutputStream, long offset) { super(coreBlockInputStream, coreBlockOutputStream); this.offset = offset; }', 'public GammaIntegerCodec(final BitInputStream coreBlockInputStream, final BitOutputStream coreBlockOutputStream, final long offset) { super(coreBlockInputStream, coreBlockOutputStream); this.offset = offset; }', 'GammaIntegerCodec(final BitInputStream coreBlockInputStream, final BitOutputStream coreBlockOutputStream, final long offset) { super(coreBlockInputStream, coreBlockOutputStream); this.offset = offset; }', 'protected GammaIntegerCodec(BitInputStream coreBlockInputStream, BitOutputStream coreBlockOutputStream, long offset) { super(coreBlockInputStream, coreBlockOutputStream); this.offset = offset; }', 'private GammaIntegerCodec(BitInputStream coreBlockInputStream, BitOutputStream coreBlockOutputStream, long offset) { super(coreBlockInputStream, coreBlockOutputStream); this.offset = offset; }']","['GammaIntegerCodec(final BitInputStream coreBlockInputStream, final BitOutputStream coreBlockOutputStream, final long offset) { super(coreBlockInputStream, coreBlockOutputStream); this.offset = offset; }', 'public GammaIntegerCodec(final BitInputStream coreBlockInputStream, final BitOutputStream coreBlockOutputStream, final long offset) { super(coreBlockInputStream, coreBlockOutputStream); this.offset = offset; }', 'GammaIntegerCodec(BitInputStream coreBlockInputStream, BitOutputStream coreBlockOutputStream, long offset) { super(coreBlockInputStream, coreBlockOutputStream); this.offset = offset; }', 'GammaIntegerCodec(final BitInputStream coreBlockInputStream, final BitOutputStream coreBlockOutputStream, final long offset) { super(coreBlockInputStream, coreBlockOutputStream); this.offset = offset; }', 'GammaIntegerCodec(final BitInputStream coreBlockInputStream, final BitOutputStream coreBlockOutputStream, final long offset) { super(coreBlockInputStream, coreBlockOutputStream); this.offset = offset; }', 'GammaIntegerCodec(final BitInputStream coreBlockInputStream, final BitOutputStream coreBlockOutputStream, final long offset) { super(coreBlockInputStream, coreBlockOutputStream); this.offset = offset; }', 'GammaIntegerCodec(final BitInputStream coreBlockInputStream, final BitOutputStream coreBlockOutputStream, final long offset) { super(coreBlockInputStream, coreBlockOutputStream); this.offset = offset; }', 'GammaIntegerCodec(final BitInputStream coreBlockInputStream, final BitOutputStream coreBlockOutputStream, final long offset) { super(coreBlockInputStream, coreBlockOutputStream); this.offset = offset; }', 'GammaIntegerCodec(final BitInputStream coreBlockInputStream, final BitOutputStream coreBlockOutputStream, final long offset) { super(coreBlockInputStream, coreBlockOutputStream); this.offset = offset; }', 'GammaIntegerCodec(final BitInputStream coreBlockInputStream, final BitOutputStream coreBlockOutputStream, final long offset) { super(coreBlockInputStream, coreBlockOutputStream); this.offset = offset; }']","['GammaIntegerCodec(final BitInputStream coreBlockInputStream, final BitOutputStream coreBlockOutputStream, final long offset) { super(coreBlockInputStream, coreBlockOutputStream); this.offset = offset; }', 'GammaIntegerCodec(final BitInputStream coreBlockInputStream, final BitOutputStream coreBlockOutputStream, final long offset) { super(coreBlockInputStream, coreBlockOutputStream); this.offset = offset; }', 'GammaIntegerCodec(final BitInputStream coreBlockInputStream, final BitOutputStream coreBlockOutputStream, final long offset) { super(coreBlockInputStream, coreBlockOutputStream); this.offset = offset; }', 'GammaIntegerCodec(final BitInputStream coreBlockInputStream, final BitOutputStream coreBlockOutputStream, final long offset) { super(coreBlockInputStream, coreBlockOutputStream); this.offset = offset; }', 'GammaIntegerCodec(final BitInputStream coreBlockInputStream, final BitOutputStream coreBlockOutputStream, final long offset) { super(coreBlockInputStream, coreBlockOutputStream); this.offset = offset; }', 'GammaIntegerCodec(final BitInputStream coreBlockInputStream, final BitOutputStream coreBlockOutputStream, final long offset) { super(coreBlockInputStream, coreBlockOutputStream); this.offset = offset; }', 'GammaIntegerCodec(final BitInputStream coreBlockInputStream, final BitOutputStream coreBlockOutputStream, final long offset) { super(coreBlockInputStream, coreBlockOutputStream); this.offset = offset; }', 'GammaIntegerCodec(final BitInputStream coreBlockInputStream, final BitOutputStream coreBlockOutputStream, final long offset) { super(coreBlockInputStream, coreBlockOutputStream); this.offset = offset; }', 'GammaIntegerCodec(final BitInputStream coreBlockInputStream, final BitOutputStream coreBlockOutputStream, final long offset) { super(coreBlockInputStream, coreBlockOutputStream); this.offset = offset; }', 'GammaIntegerCodec(final BitInputStream coreBlockInputStream, final BitOutputStream coreBlockOutputStream, final long offset) { super(coreBlockInputStream, coreBlockOutputStream); this.offset = offset; }']","['GammaIntegerCodec(final BitInputStream coreBlockInputStream, final BitOutputStream coreBlockOutputStream, final long offset) { super(coreBlockInputStream, coreBlockOutputStream); this.offset = offset; }', 'GammaIntegerCodec(final BitInputStream coreBlockInputStream, final BitOutputStream coreBlockOutputStream, final long offset) { super(coreBlockInputStream, coreBlockOutputStream); this.offset = offset; }', 'GammaIntegerCodec(final BitInputStream coreBlockInputStream, final BitOutputStream coreBlockOutputStream, final long offset) { super(coreBlockInputStream, coreBlockOutputStream); this.offset = offset; }', 'GammaIntegerCodec(final BitInputStream coreBlockInputStream, final BitOutputStream coreBlockOutputStream, final long offset) { super(coreBlockInputStream, coreBlockOutputStream); this.offset = offset; }', 'GammaIntegerCodec(final BitInputStream coreBlockInputStream, final BitOutputStream coreBlockOutputStream, final long offset) { super(coreBlockInputStream, coreBlockOutputStream); this.offset = offset; }', 'GammaIntegerCodec(final BitInputStream coreBlockInputStream, final BitOutputStream coreBlockOutputStream, final long offset) { super(coreBlockInputStream, coreBlockOutputStream); this.offset = offset; }', 'GammaIntegerCodec(final BitInputStream coreBlockInputStream, final BitOutputStream coreBlockOutputStream, final long offset) { super(coreBlockInputStream, coreBlockOutputStream); this.offset = offset; }', 'GammaIntegerCodec(final BitInputStream coreBlockInputStream, final BitOutputStream coreBlockOutputStream, final long offset) { super(coreBlockInputStream, coreBlockOutputStream); this.offset = offset; }', 'GammaIntegerCodec(final BitInputStream coreBlockInputStream, final BitOutputStream coreBlockOutputStream, final long offset) { super(coreBlockInputStream, coreBlockOutputStream); this.offset = offset; }', 'GammaIntegerCodec(final BitInputStream coreBlockInputStream, final BitOutputStream coreBlockOutputStream, final long offset) { super(coreBlockInputStream, coreBlockOutputStream); this.offset = offset; }']",True,True,False,False,False,False,False,False,0.0,0.0,0.9200444146293233,0.9200444146293233
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
