gpt-3.5-turbo_EqualAssertCF_response,gpt-3.5-turbo_EqualAssertCF_mitigation_response,gpt-3.5-turbo_EqualAssertCF_inline_response,gpt-3.5-turbo_EqualAssertCF_CoT_response,gpt-3.5-turbo_EqualAssertCF_EXM,gpt-3.5-turbo_EqualAssertCF_mitigation_EXM,gpt-3.5-turbo_EqualAssertCF_inline_EXM,gpt-3.5-turbo_EqualAssertCF_CoT_EXM,gpt-3.5-turbo_EqualAssertCF_retrieval,gpt-3.5-turbo_EqualAssertCF_mitigation_retrieval,gpt-3.5-turbo_EqualAssertCF_inline_retrieval,gpt-3.5-turbo_EqualAssertCF_CoT_retrieval,gpt-3.5-turbo_EqualAssertCF_bleu,gpt-3.5-turbo_EqualAssertCF_mitigation_bleu,gpt-3.5-turbo_EqualAssertCF_inline_bleu,gpt-3.5-turbo_EqualAssertCF_CoT_bleu
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
